"N4LEM-5","n4lem.net","7300","AR-Cluster"
"N4VFF-2","dx.harwood.com","8000","DX Spider"
"N4ZKF-1","dxc.n4zkf.com","7373","CC Cluster"
"N5UXT","dxc.n5uxt.org","7373","AR-Cluster"
"N5WLS-1","dxc.n5wls.net","7300","DX Spider"
"N5WLS-2","dxc2.n5wls.net","7300","DX Spider"
"N6WS-6","n6ws.ddns.net","7300","DX Spider"
"N7OD","n7od.pentux.net","7300","DX Spider"
"N7TR","dxc.n7tr.com","7300","AR-Cluster"
"N7TR-1","dxc.n7tr.com","7373","AR-Cluster"
"N7XG-7","n7xg.ddns.net","7300","CC Cluster"
"N8DXE","n8dxe.dxengineering.com","23","AR-Cluster"
"N8DXE-1","n8dxe.dxengineering.com","7373","AR-Cluster"
"N8JF","76.236.93.115","7300","DX Spider"
"N8NM","n8nm.servebeer.com","23","DX Spider"
"N8UX","n8ux.ddns.net","7373","CC Cluster"
"N8YIB-10","n8yib.dyndns.org","23","AR-Cluster"
"N9AI","n9ai.ddns.net","7373","AR-Cluster"
"N9JR-2","dx.n9jr.com","7300","DX Spider"
"N9JR-3","pycluster.n9jr.com","7300","OTHER"
"N9LYA-6","uronode.n9lya.ampr.org","7300","DX Spider"
"N9PMO-6","N9PMO.NO-IP.ORG","7373","AR-Cluster"
"NA7KR-3","na7kr.na7kr.us","9000","DX Spider"
"NC7J","dxc.nc7j.com","7373","AR-Cluster"
"NC7J-5","dxc.nc7j.com","7374","AR-Cluster"
"ND4X","nd4x.com","7373","CC Cluster"
"NL7S","nl7s.net","8000","DX Spider"
"NN1D","k1rfi.com","7300","DX Spider"
"NP3N","dxc.np3n.com","7300","DX Spider"
"NP3N-5","cluster.np3n.com","7300","OTHER"
"NR1X-3","nr1x.budlog.net","7300","DX Spider"
"NU1G-1","NU1G-1.NET","7300","CC Cluster"
"NX9G","dxc.f2f.us","7300","DX Spider"
"OE1XHQ","dxcluster.oevsv.at","41112","DX Spider"
"OE3XHQ-1","dxcluster.oevsv.at","7300","DX Spider"
"OE6XPE-5","radio-linux.isti.cnr.it","23","DX Spider"
"OE9XFP","cluster.oe9.oevsv.at","7373","CC Cluster"
"OH1AF","oh1af.fi","8000","DX Spider"
"OH2J","ham.connect.fi","7300","DX Spider"
"OK0DXI","ok0dxi.nagano.cz","41112","DX Spider"
"OK0DXP","radio-linux.isti.cnr.it","23","AK1A"
"OK0DXU","185.10.238.42","7373","DxNet"
"OK2CQR-1","hamqth.com","7300","DX Spider"
"ON0CLUS","193.53.39.133","7300","DX Spider"
"ON0DXC","on0dxc.no-ip.org","7300","DX Spider"
"ON0DXK-5","on0dxk.dyndns.org","8000","CC Cluster"
"ON0LLV-5","on0llv-5.on6ll.be","7300","DX Spider"
"ON0LLV-6","on0llv-6.on6ll.be","7373","CC Cluster"
"ON0NOL-9","nolcluster.on8ar.eu","7300","DX Spider"
"ON0RCL","dxl.radioclubleuven.be","7300","DX Spider"
"ON2VHF-3","on2vhf.ddns.net","7300","DX Spider"
"ON3URE-2","dxspider.on3ure.be","7300","DX Spider"
"ON3VHF","on3vhf.no-ip.org","8000","AR-Cluster"
"ON4KST-2","141.94.171.16","7300","DX Spider"
"ON4KVI","on4kvi.dyndns.org","7300","DX Spider"
"ON4LL-2","on4ll.ddns.net","7300","DX Spider"
"ON5AV-1","151.80.57.37","7300","DX Spider"
"ON5MM-2","dx.on5mm.be","7300","DX Spider"
"OP0P","op0p.no-ip.org","8000","CC Cluster"
"OZ5BBS-7","oz5bbs.dk","8000","DX Spider"
"P43L-8","p43l.serveftp.org","7300","DX Spider"
"PA0DTZ","83.163.98.212","7373","AR-Cluster"
"PA0DTZ-2","80.60.80.8","8000","DX Spider"
"PA0ESH-3","dxcluster.pa0esh.nl","7300","DX Spider"
"PA1RBZ","pa1rbz.dyndns.org","9000","DX Spider"
"PA2DX-7","dxc.pa2dx.nl","9000","DX Spider"
"PA2SQ-1","176.126.245.147","7300","DX Spider"
"PA3CRZ-1","www.hanslammerts.nl","7300","DX Spider"
"PA4AB-14","ea1.pa4ab.net","8000","DX Spider"
"PA4JJ-2","77.174.195.163","7300","DX Spider"
"PA4JJ-3","77.174.195.163","7388","DX Spider"
"PA8F-6","pa8f.ddns.net","7300","DX Spider"
"PE1ITR-8","dxc.pe1itr.com","7300","DX Spider"
"PE1SDE-7","85.151.146.92","23","AR-Cluster"
"PI1LAP-1","dx.packet-radio.nl","7300","DX Spider"
"PI1ZTM-7","pi1ztm.ddns.net","7373","CC Cluster"
"PI4CC","dxc.pi4cc.nl","8000","DX Spider"
"PI5EHV-8","claudia.esrac.ele.tue.nl","8000","DX Spider"
"PI8CDR-7","pi8cdr.halerbrug.nl","7000","DX Spider"
"PI8DAZ-7","radio-linux.isti.cnr.it","23","DxNet"
"PI8DXC","pi8dxc.mooo.com","41112","DX Spider"
"PI8DXG","radio-linux.isti.cnr.it","23","DX Spider"
"PI8RWD-7","radio-linux.isti.cnr.it","23","DX Spider"
"PI8SNK-7","PI1SNK.NO-IP.ORG","23","AR-Cluster"
"PP5MCB","dxc.pp5mcb.com.br","23","AR-Cluster"
"PU2LUW-2","dxc.qrg.net.br","7300","DX Spider"
"PY1NB-4","telnet.dxwatch.com","7000","DX Spider"
"PY1TSP-1","cluster.riodxgroup.com","7000","DX Spider"
"PY2BK","py2bk.dyndns.org","9000","AR-Cluster"
"PY2ZEN-6","187.106.172.144","7300","DX Spider"
"PY3NZ-8","dxc.baependi.com.br","8000","DX Spider"
"PY4OG-4","idxcluster.shacknet.us","7300","DX Spider"
"PY5JO-11","py5jo.no-ip.org","8000","DX Spider"
"PY6UN-1","cluster.py6un.com.br","7300","DX Spider"
"R1BET-1","dxc.r1bet.ru","7300","DX Spider"
"R1BLH-1","cats-home.net","37300","DX Spider"
"R2DGO-1","77.91.196.82","7300","DX Spider"
"R5ACQ-1","dxc.r5acq.ru","7373","DX Spider"
"R5ACQ-3","msk.r5acq.ru","7300","DX Spider"
"RA3ATX-9","dx.rk3awl.ru","7300","DX Spider"
"RC3C-2","dxc.rc3c.ru","17300","DX Spider"
"RD7T","websdr.imorozov.info","7300","DX Spider"
"RN3A-4","176.62.179.24","7373","CC Cluster"
"RV0AEV-1","dxc.vxnet.ru","8000","DX Spider"
"RW3XA-8","odxc.ru","8000","DX Spider"
"S50ARX","s50arx.hamradio.si","7300","AR-Cluster"
"S50CLX","s50clx.si","41112","DX Spider"
"S50DXS","s50dxs.s53m.com","8000","DX Spider"
"SK2AU-6","sk2au.mine.nu","23","DX Spider"
"SK3W-6","sk3w.se","8000","DX Spider"
"SK6AW-1","sm6.se","8000","DX Spider"
"SK6AW-2","sk6aw.net","8000","DX Spider"
"SM0RUX-6","ax25.org","8000","DX Spider"
"SM4ONW-14","cluster.sk4bw.net","8000","DX Spider"
"SM4UZM-1","44.5.33.5","7300","DX Spider"
"SM6HOC-2","sm6hoc.se","8000","DX Spider"
"SM6HOC-6","sm6hoc.se","7300","DX Spider"
"SM6YOU-2","sector7.nu","8000","DX Spider"
"SM6YOU-4","riksnet.sector7.nu","8000","DX Spider"
"SM7IUN-1","dxc.sm7iun.se","7300","DX Spider"
"SM7IUN-2","dxc.sm7iun.se","23","CC Cluster"
"SM7IUN-3","dxc.sm7iun.se","7373","AR-Cluster"
"SP6MI-2","174.93.153.212","23","DX Spider"
"SP6PWS-2","sp6xd.weles.pro","7300","DX Spider"
"SP7YDD-12","www.sp7ydd.ampr.org","9000","DxNet"
"SP9RQA-12","217.96.37.168","9000","DxNet"
"SQ3MZM-3","dxcluster.sq3mzm.ovh","7300","DX Spider"
"SR1DXZ","www.sr1bsz.ampr.org","9000","DxNet"
"SR2PUT","klub.sp2put.pl","7300","DX Spider"
"SR4DXC","dx.jestok.com","7300","DX Spider"
"SR6BDX","78.8.39.233","9000","DxNet"
"SR6DWH-12","78.10.234.200","9100","DxNet"
"SR8BBS-12","www.sr8bbs.ampr.org","9000","DxNet"
"SR9DDF-12","157.158.185.199","9000","DxNet"
"SR9ZAA-12","zhp.tl.krakow.pl","9000","DxNet"
"SV1CMG-2","sv1cmg.no-ip.org","17300","DX Spider"
"SV1IW-9","194.37.80.40","73","DX Spider"
"SV2HRT-1","sv2hrt.ath.cx","7300","DX Spider"
"SV2RIM-3","dx.sv2r.im","7300","DX Spider"
"SV5BYR-7","sv5byr.no-ip.org","7300","DX Spider"
"SV5FRI-1","dxc.sv5fri.eu","7300","DX Spider"
"SV5FRZ-2","dx.sv5frz.gr","7300","DX Spider"
"SV9DJO-1","dxc.sv9djo.eu","7300","DX Spider"
"SY3DEO-1","svforum.synology.me","7300","DX Spider"
"T9FTP-6","it9ftp.ydns.eu","7300","DX Spider"
"TA2NC","home.kayhan.name.tr","7300","DX Spider"
"TF1MT-2","tf1mt.motiff.net","7300","DX Spider"
"TR0A-3","tr8ca.no-ip.org","9000","DxNet"
"UA0APV-1","ua0apv.i234.me","7300","DX Spider"
"UA4CC","zavod.remoltd.com","8000","DX Spider"
"UF3K-1","46.17.250.152","7300","DX Spider"
"UN1HQ-8","45.76.34.107","8000","DX Spider"
"UN7TK","145.255.160.182","23","CC Cluster"
"UR4QRH-2","dxinua.com","8000","DX Spider"
"US4ICL","91.211.17.87","8000","DX Spider"
"US5WE-5","fairs.org.ua","9000","CLX"
"US6IQ-1","dxc.us6iq.com","7300","DX Spider"
"UT1U","dx.mixw.net","7300","DX Spider"
"UT4ULP-5","dx.net.ua","7300","DX Spider"
"UU1DX-1","uu1dx.com","23","DX Spider"
"VA2BBS-2","va2bbs.dyndns.org","8000","DX Spider"
"VA3BAL-1","66.159.121.4","7300","DX Spider"
"VA3MW-7","va3mw.dxcluster.org","41112","DX Spider"
"VA3SDX","va3sdx.va3cw.ca","7300","DX Spider"
"VA3UG","104.152.208.69","7300","DX Spider"
"VA6AAA-1","ve7cc.net","23","CC Cluster"
"VE1CFB","sparc.no-ip.info","7300","DX Spider"
"VE2HEW-5","dx.ve2hew.com","7300","DX Spider"
"VE2PKT-9","ve2pkt.dyndns.org","9000","DX Spider"
"VE2REA","ve2sg.net","7300","DX Spider"
"VE3CGR-5","ve3cgr.dyndns.org","7300","DX Spider"
"VE3CLG-1","107.190.120.247","7300","DX Spider"
"VE3EID-1","cluster.ve3eid.com","9000","CC Cluster"
"VE3EXI-2","ve3exi-dxc.ddns.net","7300","DX Spider"
"VE3EY-7","dx.fireroute.com","7300","DX Spider"
"VE3MIS-2","64.228.147.244","7300","DX Spider"
"VE3TOK-1","69.165.175.62","7300","DX Spider"
"VE3XPG-3","142.120.68.95","7373","DX Spider"
"VE3ZIN-2","dxc.ve3zin.com","7300","DX Spider"
"VE4CDX","dx.radiosport.ca","7373","AR-Cluster"
"VE6CIC-1","dxc.jackpoint.ca","7300","DX Spider"
"VE6DXC","dxc.middlebrook.ca","8000","DX Spider"
"VE6TN-7","dxc.middlebrook.ca","23","CLX"
"VE7CC-1","ve7cc.net","23","CC Cluster"
"VE9MCC","dx.maritimecontestclub.ca","7373","AR-Cluster"
"VE9SC","ve9sc.com","6300","DX Spider"
"VE9SC-3","ve9sc.no-ip.org","7373","AR-Cluster"
"VK2AZ-2","dx.vkspotter.com","7300","DX Spider"
"VK3APC-4","vk3apc.mdrc.org.au","7300","DX Spider"
"VK3ATM-4","Vk3atm.ozeham.net","7300","DX Spider"
"VK3AVE-4","cluster.vk3ave.net","7300","DX Spider"
"VK4SE-1","vk4se.radio","7300","DX Spider"
"VK4TRS-7","vk4trs.ath.cx","8000","DX Spider"
"VK5GR-2","gate.vk5gr.id.au","7300","DX Spider"
"VK7HDM-2","203.38.121.133","7300","DX Spider"
"VK8NSB-7","vk8nsb.shacknet.nu","7300","DX Spider"
"W0MU-1","w0mu.net","7373","CC Cluster"
"W0MW","w0mw.dynip.com","23","AR-Cluster"
"W1DX","dxc.dxusa.net","7373","DX Spider"
"W1NR","dxc.w1nr.net","23","DX Spider"
"W1NR-9","usdx.w1nr.net","23","DX Spider"
"W1VE","dxc.w1ve.com","23","AR-Cluster"
"W1VE-2","23.95.187.158","23","AR-Cluster"
"W1WRA-2","coax.w1wra.net","7300","DX Spider"
"W2DZ","dx.w2dz.net","23","AR-Cluster"
"W2MMD","W2MMD.NET","7373","CC Cluster"
"W2PS","w2ps.tzo.com","23","DX Spider"
"W3GQ","w3gq.no-ip.com","7373","CC Cluster"
"W3LPL","dxc.w3lpl.net","23","AR-Cluster"
"W3LPL-1","dxc.w3lpl.net","7373","AR-Cluster"
"W3NR","w3nr.ddns.net","7300","DX Spider"
"W3RGA-1","w3rga.ddns.net","7373","DX Spider"
"W4DXA","w4dxa.no-ip.com","23","AR-Cluster"
"W4LEE","204.29.106.100","23","AR-Cluster"
"W4MR","w4mr.ddns.net","7373","AR-Cluster"
"W4MYA","dxc.w4mya.us","7373","CC Cluster"
"W5DAV-2","w5dav.ham-radio-op.net","23","AR-Cluster"
"W5KAV","W5kav.ddns.net","7300","CC Cluster"
"W5LW-3","usrdude.webhop.net","7300","DX Spider"
"W5MWC","dx.w5mwc.org","8000","DX Spider"
"W6CUA","w6cua.no-ip.org","7300","AR-Cluster"
"W6KK","w6kk.zapto.org","7300","DX Spider"
"W6RFU","ucsbdx.ece.ucsb.edu","7300","DX Spider"
"W6RGG-2","76.103.23.126","23","DX Spider"
"W6RK-2","ch.w6rk.com","7300","DX Spider"
"W7JD-1","k7ek.ddns.net","9000","CC Cluster"
"W7OG-2","24.113.3.3","7300","DX Spider"
"W8AEF","w8aef.ddns.net","7373","CC Cluster"
"W8BS-2","dx.w8bs.net","7300","DX Spider"
"W8WTS-2","dxc.w8wts.net","23","AR-Cluster"
"W8WTS-3","dxc.w8wts.net","7373","CC Cluster"
"W8ZJT-3","dxc.w8zjt.net","7300","DX Spider"
"W9AEK","dx.svs.com","7300","DX Spider"
"W9AZ","w9az.ddns.net","23","AR-Cluster"
"W9AZ-1","w9az.ddns.net","7373","AR-Cluster"
"W9BG","www.w9bg.com","23","AR-Cluster"
"W9DP","w9dp.dxcluster.net","7373","CC Cluster"
"W9NIU","131.156.2.135","41112","CLX"
"W9ODD","134.48.91.82","23","AR-Cluster"
"W9PA","dxc.w9pa.net","23","AR-Cluster"
"W9PA-4","dxc.w9pa.net","7373","AR-Cluster"
"W9PA-5","dxc.w9pa.net","7374","AR-Cluster"
"W9TY-1","dxc.metrodxclub.com","7300","DX Spider"
"W9YB","w9yb-dx.student-orgs.purdue.edu","23","AR-Cluster"
"WA0O-9","164.92.227.234","7300","DX Spider"
"WA0ROI","wa0roi.no-ip.com","23","AR-Cluster"
"WA2UMX","rich.iplocate.net","7300","DX Spider"
"WA9PIE-2","dxc.wa9pie.net","8000","DX Spider"
"WB3FFV-2","dxc.wb3ffv.us","7300","DX Spider"
"WB4QOJ-8","wb4qoj.no-ip.org","7373","CC Cluster"
"WB5VZL-1","telnet.reversebeacon.net","7000","DX Spider"
"WB6SAA","dxc.wb6saa.net","7373","AR-Cluster"
"WC2L","dxc.wc2l.com","7373","AR-Cluster"
"WD1L","DXC.WD1L.net","7300","CC Cluster"
"WD4IXD","dxc.wd4ixd.net","23","CC Cluster"
"WF5E","wf5e.no-ip.com","23","AR-Cluster"
"WI3W-2","dxc.wi3w.net","7300","DX Spider"
"WJ3G-3","wj3g.no-ip.org","7300","DX Spider"
"WM3T","dxc.wm3t.com","7300","DX Spider"
"WP3CW","dxc.np3a.com","7373","CC Cluster"
"WR3D","wr3d.dxcluster.net","7300","DX Spider"
"WS7I-1","ws7i.ewarg.org","7300","CC Cluster"
"WT3Q","wt3q.gofrc.org","7300","DX Spider"
"WW1R-9","dxc.ww1r.com","7300","DX Spider"
"WW4BSA-4","ww4bsa.ddns.net","7373","CC Cluster"
"WX4BK-2","amiausa.com","7300","DX Spider"
"XE2B-2","xecluster.ddns.net","7300","CC Cluster"
"YL7DXC","dxc.ardi.lv","8000","DX Spider"
"YO3FCA-5","dxnode.ddns.net","8888","CC Cluster"
"YO3FCA-8","amprnet.ddns.net","7301","DX Spider"
"YO5KAV","82.77.126.79","8000","DX Spider"
"YO5OAG-5","yo5oag.ro","8000","DX Spider"
"YO7JYL-10","bastus.ro","8000","DX Spider"
"YU0DXK","dx.kg.ac.yu","8000","DX Spider"
"YU1EXY-7","www.yu1exy.org","8000","DX Spider"
"YV5AJ","yv5aj.org","7000","DX Spider"
"YV5KXE","dxc.gmedinas.cloud","7300","DX Spider"
"YV5OF-1","hamcluster.no-ip.org","7300","DX Spider"
"YV6BTF-7","yv6btf.ddns.net","8000","AR-Cluster"
"YV6BTF-8","yv6btf.ddns.net","7373","CC Cluster"
"ZL2AQY-10","olson.nz","9000","DX Spider"
"ZL2ARN-10","zl2arn.ddns.net","7300","DX Spider"
"ZS2EZ-3","cluster.zs2ez.co.za","7373","CC Cluster"
"VERSION","20.26.09.13","23"
